name,place_type,address,district,province,phone,latitude,longitude,proposed_trust_status,source_type,source_reference,external_provider,external_id,certification_number,certification_expires_at,review_state,review_note,review_hold_reason,source_checked_at,coordinate_checked_at
"อาซีย๊ะอาหารอิสลาม Halal","RESTAURANT","43 ซอยเทศบาล 35 อำเภอปากช่อง นครราชสีมา 30130","ปากช่อง","นครราชสีมา","+66 87 445 1746","","","UNVERIFIED","PUBLIC_WEB_SOURCE","https://www.google.com/maps/search/?api=1&query_place_id=ChIJ3XS9QSsrHDER4FprdurFZCo","google_business","ChIJ3XS9QSsrHDER4FprdurFZCo","","","DISCOVERED","Cross-check 2026-09-25: current Google listing and Makan Halal Guide match 43 Thetsaban 35 and phone 087-445-1746. Sources support halal dining but not official certification; keep UNVERIFIED. Coordinates require controlled review.","","2026-09-25T11:23:00+07:00",""
"Ayah Restaurant Halal","RESTAURANT","M84W+X7F ซับหวาย อำเภอปากช่อง นครราชสีมา 30320","ปากช่อง","นครราชสีมา","+66 83 652 6945","14.6574375","101.345671875","UNVERIFIED","PUBLIC_WEB_SOURCE","https://www.google.com/maps/search/?api=1&query_place_id=ChIJRzDp-aosHDERVOymRnYsn6o","google_business","ChIJRzDp-aosHDERVOymRnYsn6o","","","GEOCODED","Coordinate review 2026-09-25: current Google business ID ChIJRzDp-aosHDERVOymRnYsn6o still resolves to Ayah Restaurant Halal and uses Plus Code M84W+X7F in Pak Chong. Recovered and decoded with Google's official Open Location Code algorithm; area center: 14.6574375, 101.345671875. Other sources use 16/6 Moo 5 Mittraphap Road, so keep the existing address-identity manual hold.","Resolve plus-code/Sap Wai versus 16/6 Moo 5 Mittraphap address before approval.","2026-09-25T12:41:00+07:00","2026-09-25T12:41:00+07:00"
"มัสยิดมูฮัมมาดียะห์ บ้านดอนมะม่วง","MOSQUE","ม.2 ต.ท่าชนะ อ.ท่าชนะ สุราษฎร์ธานี 84170","ท่าชนะ","สุราษฎร์ธานี","+66 83 503 6602","9.5154625","99.164546875","UNVERIFIED","PUBLIC_WEB_SOURCE","https://www.cicot.or.th/th/mosque/lists/6","cicot_directory","cicot-surat-thachana-muhammadiyah-donmamuang","","","GEOCODED","Coordinate review 2026-09-25: current listing uses Plus Code G587+5RM. Re-decoded with the official Google Open Location Code 11-character grid algorithm; area center: 9.5154625, 99.164546875. CICOT still lists Moo 2, Tha Chana; keep the manual hold until the address identity difference is resolved.","Resolve CICOT Tha Chana address versus same-name Google result in Prasong before approval.","2026-09-25T11:23:00+07:00","2026-09-25T12:41:00+07:00"
"มัสยิดอิกอมุสซอลาฮ์ บ้านหนองจอก","MOSQUE","ม.4 ต.ท่าสะท้อน อ.พุนพิน สุราษฎร์ธานี 84130","พุนพิน","สุราษฎร์ธานี","+66 89 735 6089","9.035931","99.235434","UNVERIFIED","PUBLIC_WEB_SOURCE","https://www.cicot.or.th/th/mosque/lists/4","cicot_directory","cicot-surat-phunphin-iqomussolah","","","GEOCODED","Coordinate review 2026-09-25: Tha Sathon Subdistrict Administrative Organization disaster-prevention plan lists the mosque directly at UTM X=525875 Y=998833. Converted from WGS84 / UTM zone 47N (EPSG:32647) to WGS84: 9.035931, 99.235434. CICOT, MasjidThai and PSU sources independently confirm the same Moo 4, Tha Sathon, Phunphin identity.","","2026-09-25T11:23:00+07:00","2026-09-25T12:41:00+07:00"
"มัสยิดนุรุ้ลอีมาน","MOSQUE","ม.2 ต.พงศ์ประศาสน์ อ.บางสะพาน ประจวบคีรีขันธ์ 77140","บางสะพาน","ประจวบคีรีขันธ์","","11.1484625","99.488484375","UNVERIFIED","PUBLIC_WEB_SOURCE","https://www.cicot.or.th/th/mosque/lists/2/4","cicot_directory","cicot-prachuap-bangsaphan-nuruliman","","","GEOCODED","Coordinate review 2026-09-25: current Google business listing and Trip.com use Plus Code 4FXQ+99Q in Phong Prasat, Bang Saphan. Recovered and decoded with Google's official Open Location Code algorithm; area center: 11.1484625, 99.488484375. The provincial Islamic committee currently gives 2 Moo 9 while CICOT staging evidence says Moo 2, so keep the manual hold.","Resolve Moo 2 versus Moo 9 address discrepancy before approval.","2026-09-25T12:41:00+07:00","2026-09-25T12:41:00+07:00"
"มัสยิดดารุ้ลอิบาดะห์","MOSQUE","ม.4 ต.ไร่เก่า อ.สามร้อยยอด ประจวบคีรีขันธ์ 77180","สามร้อยยอด","ประจวบคีรีขันธ์","+66 86 712 5973","12.2399125","99.833515625","UNVERIFIED","PUBLIC_WEB_SOURCE","https://www.cicot.or.th/th/mosque/lists/2/4","cicot_directory","cicot-prachuap-samroiyot-darulibadah","","","GEOCODED","Coordinate review 2026-09-25: current Google business listing and Trip.com use Plus Code 6RQM+XC6 in Rai Kao, Sam Roi Yot. Recovered and decoded with Google's official Open Location Code algorithm; area center: 12.2399125, 99.833515625. CICOT and MasjidThai independently confirm Moo 4, Rai Kao identity.","","2026-09-25T12:41:00+07:00","2026-09-25T12:41:00+07:00"
"มัสยิดยะบัลเราะห์มะฮ์","MOSQUE","ม.2 ต.มิตรภาพ อ.มวกเหล็ก สระบุรี 18180","มวกเหล็ก","สระบุรี","","14.6172625","101.171890625","UNVERIFIED","PUBLIC_WEB_SOURCE","https://www.cicot.or.th/th/mosque/lists/2/2","cicot_directory","cicot-saraburi-muaklek-yabalrahmah","","","GEOCODED","Coordinate review 2026-09-25: current Google business listing and Cybo use Plus Code J58C+WQ2 in Mittraphap, Muak Lek. Recovered and decoded with Google's official Open Location Code algorithm; area center: 14.6172625, 101.171890625. CICOT and Saraburi provincial planning material support the same mosque identity.","","2026-09-25T12:41:00+07:00","2026-09-25T12:41:00+07:00"
"มัสยิดมะบาดุลบารี","MOSQUE","ต.ปากเพรียว อ.เมืองสระบุรี สระบุรี 18000","เมืองสระบุรี","สระบุรี","","14.52542","100.91261","UNVERIFIED","PUBLIC_WEB_SOURCE","https://www.cicot.or.th/th/mosque/lists/2/2","cicot_directory","cicot-saraburi-mueang-mabadulbari","","","GEOCODED","Coordinate review 2026-09-25: Mapcarta/OpenStreetMap identifies Matsayit Ma Ba Dun Ba Ri in Pak Phriao, Mueang Saraburi at 14.52542, 100.91261 and Open Location Code 7P62GWG7+52. CICOT and Saraburi provincial records independently confirm the Pak Phriao mosque identity.","","2026-09-25T12:41:00+07:00","2026-09-25T12:41:00+07:00"
"สุราษฎร์ฮาลาลฟู๊ด","RESTAURANT","ถนนสุราษฎร์ธานี-นครศรีธรรมราช ตำบลท่าทองใหม่ อำเภอกาญจนดิษฐ์ สุราษฎร์ธานี 84290","กาญจนดิษฐ์","สุราษฎร์ธานี","+66 93 882 4903","9.1485375","99.392671875","UNVERIFIED","PUBLIC_WEB_SOURCE","https://makanhalalguide.com/shop/detail/2909","makan_halal_guide","2909","","","GEOCODED","Coordinate review 2026-09-25: current listing uses Plus Code 49XV+C37. Re-decoded with the official Google Open Location Code 11-character grid algorithm; area center: 9.1485375, 99.392671875. Wongnai and Makan Halal Guide independently match the restaurant identity, Tha Thong Mai location and phone. Official halal certification is still not established.","","2026-09-25T11:23:00+07:00","2026-09-25T12:41:00+07:00"
"เน้นเนื้อ@ประจวบฮาลาล","RESTAURANT","143/2 ตำบลคลองวาฬ อำเภอเมือง ประจวบคีรีขันธ์ 77000","เมืองประจวบคีรีขันธ์","ประจวบคีรีขันธ์","+66 84 455 6783","","","UNVERIFIED","PUBLIC_WEB_SOURCE","https://makanhalalguide.com/shop/detail/3761","makan_halal_guide","3761","","","DISCOVERED","Recheck 2026-09-25: current Google business status remains Temporarily Closed, while Wongnai and Makan Halal Guide still publish opening schedules and matching phone/address. Keep the manual hold until reopening is confirmed directly. Public listings are not official halal certification evidence; keep UNVERIFIED.","Current Google business status is Temporarily Closed; confirm reopening before approval.","2026-09-25T12:41:00+07:00",""
"ครัวมุสลิม สระบุรี","RESTAURANT","544/1-2 หมู่ 9 ถนนเลี่ยงเมือง ตำบลมิตรภาพ อำเภอมวกเหล็ก สระบุรี 18180","มวกเหล็ก","สระบุรี","+66 87 707 4480","14.6436375","101.193546875","UNVERIFIED","PUBLIC_WEB_SOURCE","https://www.wongnai.com/restaurants/150373KW-%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%A1%E0%B8%B8%E0%B8%AA%E0%B8%A5%E0%B8%B4%E0%B8%A1-%E0%B8%AA%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5","wongnai","150373KW","","","GEOCODED","Coordinate review 2026-09-25: current Google business listing for ครัวมุสลิม uses Plus Code J5VV+FC3 in Muak Lek and phone 087-707-4480, matching Wongnai. Recovered and decoded with Google's official Open Location Code algorithm; area center: 14.6436375, 101.193546875. No official certification evidence found; keep UNVERIFIED.","","2026-09-25T12:41:00+07:00","2026-09-25T12:41:00+07:00"
"กะมา ครัวมุสลิม ฮาลาล","RESTAURANT","48 หมู่ 2 ถนนเพชรเกษม ตำบลทรัพย์อนันต์ อำเภอท่าแซะ ชุมพร 86140","ท่าแซะ","ชุมพร","+66 96 698 7642","","","UNVERIFIED","PUBLIC_WEB_SOURCE","https://www.google.com/maps/search/?api=1&query_place_id=ChIJBzAp2VpN_zARrGXZ_BL7X98","google_business","ChIJBzAp2VpN_zARrGXZ_BL7X98","","","DISCOVERED","Cross-check 2026-09-25: current Google listing matches 48 Moo 2, Phet Kasem Rd, Sap Anan, Tha Sae and phone 096-698-7642. Listing says halal restaurant but is not official certification evidence. Keep UNVERIFIED; coordinates require controlled review.","","2026-09-25T11:23:00+07:00",""
"อาหารอิสลามบังเพชรบุรี ลุงบัง","RESTAURANT","ปั้มน้ำมันพีที เพชรบุรี (ขาออก) ตำบลหัวสะพาน อำเภอเมือง เพชรบุรี 76000","เมืองเพชรบุรี","เพชรบุรี","+66 89 836 0894","13.1301375","99.868484375","UNVERIFIED","PUBLIC_WEB_SOURCE","https://makanhalalguide.com/shop/detail/3641","makan_halal_guide","3641","","","GEOCODED","Coordinate review 2026-09-25: current Google business listing for Lung Bang Islamic HALAL uses Plus Code 4VJ9+395 in Hua Saphan and phone 089-836-0894, matching Makan Halal Guide. Recovered and decoded with Google's official Open Location Code algorithm; area center: 13.1301375, 99.868484375. Public halal listings still do not establish official certification.","","2026-09-25T12:41:00+07:00","2026-09-25T12:41:00+07:00"
"คุณย่าเขาใหญ่ KhunYaaKhaoyai HalalResort","ACCOMMODATION","49/1 หมู่ 5 ตำบลวังกะทะ อำเภอปากช่อง นครราชสีมา 30130","ปากช่อง","นครราชสีมา","+66 84 673 1717","","","UNVERIFIED","PUBLIC_WEB_SOURCE","https://www.google.com/maps/search/?api=1&query_place_id=ChIJVy7c7Bg7HDERjTbk8mJLjSI","google_business","ChIJVy7c7Bg7HDERjTbk8mJLjSI","","","DISCOVERED","Recheck 2026-09-26: current Google business ID ChIJVy7c7Bg7HDERjTbk8mJLjSI still matches 49/1 Moo 5, Wang Katha and phone 084-673-1717. Current Makan Halal Guide and TripNiceDay instead publish phone 089-791-3785 for the same KhunYaa identity/location. Keep UNVERIFIED; resolve the phone conflict before approval. Coordinates still require controlled visual review.","Resolve current Google phone 084-673-1717 versus Makan/TripNiceDay phone 089-791-3785 before approval.","2026-09-25T11:23:00+07:00",""
